24	g5467.t1	88.889	9	1	0	1	9	113	121	5.3	20.4
25	g5641.t1	100.000	13	0	0	1	13	155	167	0.26	24.6
26	g5641.t1	100.000	9	0	0	1	9	25	33	2.0	21.6
26	g15153.t1	100.000	9	0	0	1	9	25	33	2.1	21.6
27	g15153.t1	100.000	10	0	0	1	10	45	54	0.19	24.6
27	g12562.t1	80.000	10	2	0	1	10	45	54	0.95	22.7
27	g5641.t1	80.000	10	2	0	1	10	45	54	1.1	22.3
27	g5616.t1	80.000	10	2	0	1	10	45	54	1.4	21.9
27	g5503.t1	80.000	10	2	0	1	10	53	62	5.4	20.4
27	g5502.t1	80.000	10	2	0	1	10	53	62	6.6	20.0
28	g12562.t1	100.000	9	0	0	1	9	128	136	1.00	22.3
28	g5502.t1	100.000	9	0	0	1	9	136	144	1.0	22.3
28	g5641.t1	100.000	9	0	0	1	9	128	136	1.2	22.3
28	g5503.t1	100.000	9	0	0	1	9	136	144	1.2	22.3
28	g1285.t1	100.000	9	0	0	1	9	138	146	1.2	22.3
28	g15153.t1	100.000	9	0	0	1	9	128	136	1.3	22.3
28	g5616.t1	88.889	9	1	0	1	9	128	136	2.3	21.6
28	g12388.t1	88.889	9	1	0	1	9	136	144	4.9	20.4
28	g5467.t1	88.889	9	1	0	1	9	113	121	5.3	20.4
29	g4106.t1	100.000	18	0	0	1	18	222	239	2.00e-06	39.3
29	g7861.t1	62.500	16	6	0	1	16	64	79	0.65	23.5
29	g4970.t1	57.143	14	6	0	5	18	134	147	8.8	20.4
30	g5616.t1	100.000	12	0	0	1	12	155	166	0.42	23.9
31	g5616.t1	100.000	12	0	0	1	12	143	154	0.026	27.3
31	g12562.t1	100.000	11	0	0	2	12	144	154	0.052	26.6
31	g5443.t1	91.667	12	1	0	1	12	56	67	0.094	25.8
31	g5502.t1	91.667	12	1	0	1	12	151	162	0.14	25.0
31	g15153.t1	90.909	11	1	0	2	12	144	154	0.21	24.6
31	g5503.t1	91.667	12	1	0	1	12	151	162	0.28	24.3
31	g5467.t1	100.000	9	0	0	1	9	128	136	1.3	22.3
31	g5641.t1	72.727	11	3	0	2	12	144	154	3.0	21.6
32	g15484.t1	100.000	10	0	0	1	10	831	840	0.46	23.5
33	g15484.t1	100.000	12	0	0	1	12	791	802	0.31	24.3
34	g15484.t1	100.000	18	0	0	1	18	755	772	9.59e-06	37.4
34	g11960.t1	53.846	13	6	0	4	16	556	568	3.5	21.6
35	g702.t1	100.000	11	0	0	1	11	158	168	0.47	23.5
37	g10514.t1	100.000	10	0	0	1	10	221	230	0.97	22.7
37	g2203.t1	77.778	9	2	0	1	9	359	367	8.4	19.6
38	g10514.t1	100.000	11	0	0	1	11	42	52	0.60	23.1
39	g12562.t1	100.000	10	0	0	1	10	161	170	0.82	22.7
40	g12562.t1	100.000	9	0	0	1	9	128	136	1.00	22.3
40	g5502.t1	100.000	9	0	0	1	9	136	144	1.0	22.3
40	g5641.t1	100.000	9	0	0	1	9	128	136	1.2	22.3
40	g5503.t1	100.000	9	0	0	1	9	136	144	1.2	22.3
40	g1285.t1	100.000	9	0	0	1	9	138	146	1.2	22.3
40	g15153.t1	100.000	9	0	0	1	9	128	136	1.3	22.3
40	g5616.t1	88.889	9	1	0	1	9	128	136	2.3	21.6
40	g12388.t1	88.889	9	1	0	1	9	136	144	4.9	20.4
40	g5467.t1	88.889	9	1	0	1	9	113	121	5.3	20.4
41	g3428.t1	100.000	11	0	0	1	11	160	170	0.055	26.2
41	g11513.t1	87.500	8	1	0	2	9	872	879	8.3	20.0
42	g3679.t1	100.000	12	0	0	1	12	21	32	0.046	26.6
43	g5237.t1	100.000	13	0	0	1	13	91	103	0.004	29.6
