target_id	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	lFC.x	lFC.y	lFC	is_sig
23	rna-NM_001179429.1	2.22836099337363e-05	0.0011769592370804	17.9834313313091	12.4334166007794	1	4.58344894873704	4.14447220025981	0.018678661245788	4.12579353901402	0.27706370779017	4.12579353901402	5.08516466938734	5.08516466938734	5.08516466938734	TRUE
24	rna-NM_001179439.1	2.00970853049059e-05	0.0011769592370804	18.1800709677438	7.62394116617623	1	6.07267948197663	2.54131372205874	0.00330594078655722	2.53800778127219	0.379532586215729	2.53800778127219	3.98494448116896	3.98494448116896	3.98494448116896	TRUE
25	rna-NM_001179444.1	2.99546631063184e-05	0.0011769592370804	17.4206960470294	6.70164314295863	1	4.93361371399113	2.23388104765288	0.010730808779964	2.22315023887291	0.253070354746042	2.22315023887291	3.75262782852847	3.75262782852847	3.75262782852847	TRUE
26	rna-NM_001179452.3	2.81379157400605e-05	0.0011769592370804	17.5396437350628	10.226039422224	1	4.6719735135795	3.408679807408	0.0182017575280229	3.39047804987998	0.268601986557795	3.39047804987998	4.64116370786703	4.64116370786703	4.64116370786703	TRUE
27	rna-NM_001179534.1	5.82033370336068e-06	0.0011769592370804	20.5463937434024	13.7307987976097	1	6.08789176710031	4.57693293253657	0.00487101492213115	4.57206191761444	0.38267508987524	4.57206191761444	5.33747800379531	5.33747800379531	5.33747800379531	TRUE
28	rna-NM_001179609.1	2.2646369503352e-05	0.0011769592370804	17.952693738545	5.87021700388886	1	5.77874900703371	1.95673900129629	0.00388212709765312	1.95285687419863	0.330620563078642	1.95285687419863	3.49850933564899	3.49850933564899	3.49850933564899	TRUE
29	rna-NM_001179672.1	3.01784419764206e-05	0.0011769592370804	17.4065487778818	9.32246650884789	1	4.7945443307452	3.10748883628263	0.0117074948718245	3.09578134141081	0.258671981369835	3.09578134141081	4.38936526808946	4.38936526808946	4.38936526808946	TRUE
30	rna-NM_001179686.1	1.77021381828322e-05	0.0011769592370804	18.4217974945922	23.2980194114854	1	5.43769527488478	7.76600647049514	0.0130099979929121	7.75299647250223	0.284083121308068	7.75299647250223	7.03488909316909	7.03488909316909	7.03488909316909	TRUE
31	rna-NM_001179815.3	2.40735611107351e-05	0.0011769592370804	17.8363846424405	5.52439373313092	1	5.84074724018819	1.84146457771031	0.00356316925480662	1.8379014084555	0.339384737015367	1.8379014084555	3.3959397191663	3.3959397191663	3.3959397191663	TRUE
32	rna-NM_001179850.1	2.06547975819939e-05	0.0011769592370804	18.1279436672652	6.61497994747892	1	5.17006977483663	2.20499331582631	0.00726639327330351	2.197726922553	0.259376864063592	2.197726922553	3.72415853630858	3.72415853630858	3.72415853630858	TRUE
33	rna-NM_001179871.1	1.02727288259815e-05	0.0011769592370804	19.4600240740906	9.65872573597627	1	6.10320435283071	3.21957524532542	0.00425074826076526	3.21532449706466	0.38590635310994	3.21532449706466	4.47376233097252	4.47376233097252	4.47376233097252	TRUE
34	rna-NM_001179889.3	2.28408135170206e-05	0.0011769592370804	17.9364209992551	8.0708905453908	1	5.3977503477519	2.6902968484636	0.00661282218041958	2.68368402628318	0.278471644436843	2.68368402628318	4.07721819649657	4.07721819649657	4.07721819649657	TRUE
35	rna-NM_001180098.1	2.88205297904682e-05	0.0011769592370804	17.4940694605204	10.1343895824448	1	4.93688831831877	3.37812986081492	0.0145545761623174	3.3635752846526	0.253035962869581	3.3635752846526	4.58286976165053	4.58286976165053	4.58286976165053	TRUE
36	rna-NM_001180119.1	1.30306718591699e-05	0.0011769592370804	19.0060196323254	8.29770059202116	1	6.24939322194887	2.76590019734039	0.00272017066861115	2.76318002667178	0.420215821920797	2.76318002667178	4.15481457220373	4.15481457220373	4.15481457220373	TRUE
37	rna-NM_001180122.1	2.94865064758947e-05	0.0011769592370804	17.4506395774825	15.4431418565889	1	5.54856122934956	5.14771395219631	0.0078825289101433	5.13983142328616	0.300759457171228	5.13983142328616	5.59692504796048	5.59692504796048	5.59692504796048	TRUE
38	rna-NM_001180132.1	2.83856450878646e-05	0.0011769592370804	17.5229770643763	6.53607695804498	1	4.89184518414309	2.17869231934833	0.00945590279491386	2.16923641655341	0.253912908986608	2.16923641655341	3.70593453767493	3.70593453767493	3.70593453767493	TRUE
39	rna-NM_001180170.1	2.4673073792889e-05	0.0011769592370804	17.7895803680158	5.91146522779489	1	5.81961383752181	1.97048840926497	0.0039344286849018	1.96655398058006	0.336325408156687	1.96655398058006	3.50966869774488	3.50966869774488	3.50966869774488	TRUE
40	rna-NM_001180208.1	2.4570390640982e-05	0.0011769592370804	17.797515239419	6.55227283642519	1	6.18026946978057	2.18409094547506	0.00278348303947542	2.18130746243559	0.40320943449328	2.18130746243559	3.68497518970659	3.68497518970659	3.68497518970659	TRUE
41	rna-NM_001180227.1	1.47318678858545e-05	0.0011769592370804	18.7719407127987	9.57962629400074	1	5.24302525459901	3.19320876466691	0.00835976049885149	3.18484900416806	0.263651358670246	3.18484900416806	4.48658600984263	4.48658600984263	4.48658600984263	TRUE
42	rna-NM_001180268.1	2.54348276880192e-05	0.0011769592370804	17.7317315395001	6.43842068275678	1	6.65342305064123	2.14614022758559	0.00171285300173108	2.14442737458386	0.547864341058387	2.14442737458386	3.64881318810004	3.64881318810004	3.64881318810004	TRUE
43	rna-NM_001180345.1	1.75902697385325e-05	0.0011769592370804	18.4338780838383	13.4133009317764	1	7.27113868963038	4.47110031059212	0.00140247676224633	4.46969783382987	0.770869212974499	4.46969783382987	5.23035998405719	5.23035998405719	5.23035998405719	TRUE
44	rna-NM_001180391.3	1.91040852146101e-05	0.0011769592370804	18.2765864054895	7.42413925525025	1	5.79863901397927	2.47471308508342	0.0042023954333278	2.47051068965009	0.3333641354529	2.47051068965009	3.93960392115494	3.93960392115494	3.93960392115494	TRUE
45	rna-NM_001180409.1	2.79127046451978e-05	0.0011769592370804	17.5549238895612	10.4375311004409	1	6.23135395666963	3.47917703348028	0.00329578035748587	3.4758812531228	0.415641511131364	3.4758812531228	4.61453518295782	4.61453518295782	4.61453518295782	TRUE
46	rna-NM_001180530.1	1.90218802395826e-05	0.0011769592370804	18.284801001898	8.65069946587089	1	5.8095894443651	2.88356648862363	0.0042615747293524	2.87930491389428	0.334901121025678	2.87930491389428	4.24372025420343	4.24372025420343	4.24372025420343	TRUE
47	rna-NM_001180542.3	2.523432576444e-05	0.0011769592370804	17.7467874256913	5.62630371892517	1	5.77558572260597	1.87543457297506	0.00437659841379144	1.87105797456126	0.330189733900613	1.87105797456126	3.42582172421133	3.42582172421133	3.42582172421133	TRUE
48	rna-NM_001180607.3	1.17544352245273e-05	0.0011769592370804	19.2027432609309	7.84135226613776	1	6.03438264609659	2.61378408871259	0.00400837567990541	2.60977571303268	0.371918815009107	2.60977571303268	4.04445699227018	4.04445699227018	4.04445699227018	TRUE
49	rna-NM_001180629.3	2.26695982850869e-05	0.0011769592370804	17.9507423875001	10.965868430187	1	4.98009808249429	3.655289476729	0.0114146071905315	3.64387486953847	0.252973785824265	3.64387486953847	4.74831028683515	4.74831028683515	4.74831028683515	TRUE
50	rna-NM_001180632.3	2.3662792380058e-05	0.0011769592370804	17.8691346989689	8.1590402001435	1	5.85625365718566	2.7196800667145	0.00411036903061093	2.71556969768389	0.341680839600766	2.71556969768389	4.09152632425447	4.09152632425447	4.09152632425447	TRUE
